     ELL          D_ELL            ERR
     169   4.514269E+03   5.319330E+02
     170   4.195925E+03   5.332940E+02
     171   4.588038E+03   5.345800E+02
     172   5.200559E+03   5.358470E+02
     173   5.150113E+03   5.370550E+02
     174   4.884895E+03   5.382170E+02
     175   5.087838E+03   5.393390E+02
     176   5.059025E+03   5.404040E+02
     177   4.663558E+03   5.414350E+02
     178   4.516490E+03   5.424100E+02
     179   6.333253E+03   5.433370E+02
     180   5.213021E+03   5.442180E+02
     181   3.898131E+03   5.450480E+02
     182   4.355010E+03   5.458400E+02
     183   4.651567E+03   5.465780E+02
     184   5.558543E+03   5.472500E+02
     185   6.385579E+03   5.478900E+02
     186   5.751013E+03   5.484730E+02
     187   5.156655E+03   5.490060E+02
     188   6.335876E+03   5.494850E+02
     189   6.294836E+03   5.499050E+02
     190   5.952203E+03   5.502870E+02
     191   5.424575E+03   5.506000E+02
     192   6.345196E+03   5.508720E+02
     193   5.894873E+03   5.510970E+02
     194   5.502003E+03   5.512540E+02
     195   4.017847E+03   5.513750E+02
     196   5.551147E+03   5.514340E+02
     197   5.601363E+03   5.514600E+02
     198   5.645342E+03   5.514130E+02
     199   5.319975E+03   5.513130E+02
     200   5.223444E+03   5.511690E+02
     201   4.897989E+03   5.509610E+02
     202   6.125780E+03   5.507140E+02
     203   5.680527E+03   5.503920E+02
     204   5.325455E+03   5.500330E+02
     205   6.146303E+03   5.496190E+02
     206   5.328540E+03   5.491520E+02
     207   5.038366E+03   5.486290E+02
     208   5.723138E+03   5.480610E+02
     209   4.618913E+03   5.474410E+02
     210   5.414302E+03   5.467740E+02
     211   5.499707E+03   5.460380E+02
     212   5.867286E+03   5.452620E+02
     213   5.880065E+03   5.444330E+02
     214   5.260755E+03   5.435570E+02
     215   6.633606E+03   5.426150E+02
     216   5.778803E+03   5.416290E+02
     217   5.611984E+03   5.405910E+02
     218   6.248983E+03   5.395070E+02
     219   5.666534E+03   5.383670E+02
     220   6.346050E+03   5.371750E+02
     221   5.885737E+03   5.359370E+02
     222   5.753105E+03   5.346450E+02
     223   5.555902E+03   5.333140E+02
     224   6.096063E+03   5.319230E+02
     225   5.104303E+03   5.304970E+02
     226   5.936664E+03   5.290100E+02
     227   6.143502E+03   5.274920E+02
     228   4.730305E+03   5.259110E+02
     229   5.349855E+03   5.243010E+02
     230   5.653927E+03   5.226310E+02
     231   5.764313E+03   5.209250E+02
     232   6.645258E+03   5.191670E+02
     233   6.407009E+03   5.173660E+02
     234   4.523516E+03   5.155220E+02
     235   6.014618E+03   5.136370E+02
     236   6.074846E+03   5.117100E+02
     237   5.551843E+03   5.097300E+02
     238   5.922611E+03   5.077160E+02
     239   5.497459E+03   5.056610E+02
     240   6.048944E+03   5.035650E+02
     241   5.846277E+03   5.014300E+02
     242   5.397502E+03   4.992530E+02
     243   5.682936E+03   4.970430E+02
     244   5.187020E+03   4.947910E+02
     245   5.808621E+03   4.925030E+02
     246   5.729268E+03   4.901840E+02
     247   5.620163E+03   4.878200E+02
     248   6.011119E+03   4.854260E+02
     249   4.456113E+03   4.829970E+02
     250   5.083237E+03   4.805280E+02
     251   5.270708E+03   4.780360E+02
     252   5.699764E+03   4.755000E+02
     253   4.870753E+03   4.729400E+02
     254   4.409238E+03   4.703420E+02
     255   5.507978E+03   4.677170E+02
     256   6.079186E+03   4.650650E+02
     257   5.254675E+03   4.623810E+02
     258   5.422963E+03   4.596700E+02
     259   4.555928E+03   4.569310E+02
     260   5.700215E+03   4.541690E+02
     261   5.234513E+03   4.513820E+02
     262   5.509534E+03   4.485670E+02
     263   6.088044E+03   4.457280E+02
     264   4.814191E+03   4.428670E+02
     265   4.152562E+03   4.399860E+02
     266   5.567865E+03   4.370750E+02
     267   5.072891E+03   4.341490E+02
     268   5.564031E+03   4.312010E+02
     269   4.783514E+03   4.282330E+02
     270   4.256171E+03   4.252490E+02
     271   5.566210E+03   4.222430E+02
     272   5.839838E+03   4.192240E+02
     273   4.864321E+03   4.161850E+02
     274   5.329004E+03   4.131350E+02
     275   4.649968E+03   4.100690E+02
     276   4.009706E+03   4.069890E+02
     277   5.559627E+03   4.038960E+02
     278   4.992963E+03   4.007940E+02
     279   5.087996E+03   3.976760E+02
     280   4.343212E+03   3.945500E+02
     281   4.697718E+03   3.914130E+02
     282   4.983011E+03   3.882700E+02
     283   5.518384E+03   3.851170E+02
     284   4.432385E+03   3.819560E+02
     285   3.725675E+03   3.787880E+02
     286   4.601760E+03   3.756170E+02
     287   4.446379E+03   3.724410E+02
     288   4.170456E+03   3.692600E+02
     289   4.961120E+03   3.660740E+02
     290   4.570173E+03   3.628870E+02
     291   3.527256E+03   3.596980E+02
     292   4.674134E+03   3.565070E+02
     293   4.500454E+03   3.533170E+02
     294   4.108500E+03   3.501240E+02
     295   4.482851E+03   3.469340E+02
     296   4.707322E+03   3.437450E+02
     297   3.822555E+03   3.405610E+02
     298   4.036057E+03   3.373770E+02
     299   3.964403E+03   3.341970E+02
     300   4.547998E+03   3.310230E+02
     301   3.850101E+03   3.278550E+02
     302   4.037639E+03   3.246910E+02
     303   3.234489E+03   3.215340E+02
     304   3.892419E+03   3.183840E+02
     305   4.201519E+03   3.152440E+02
     306   3.619063E+03   3.121100E+02
     307   3.462747E+03   3.089880E+02
     308   4.196765E+03   3.058730E+02
     309   3.835907E+03   3.027710E+02
     310   3.625848E+03   2.996820E+02
     311   3.817567E+03   2.966030E+02
     312   3.463077E+03   2.935350E+02
     313   3.683690E+03   2.904820E+02
     314   3.053906E+03   2.874430E+02
     315   3.743118E+03   2.844200E+02
     316   3.964536E+03   2.814100E+02
     317   3.048258E+03   2.784170E+02
     318   3.139089E+03   2.754420E+02
     319   3.691994E+03   2.724830E+02
     320   3.690751E+03   2.695430E+02
     321   3.088828E+03   2.666200E+02
     322   3.663382E+03   2.637170E+02
     323   3.292046E+03   2.608330E+02
     324   3.117370E+03   2.579700E+02
     325   3.366337E+03   2.551270E+02
     326   3.671342E+03   2.523040E+02
     327   2.956002E+03   2.495060E+02
     328   3.397810E+03   2.467280E+02
     329   3.416062E+03   2.439750E+02
     330   2.991480E+03   2.412430E+02
     331   3.113200E+03   2.385370E+02
     332   2.968984E+03   2.358540E+02
     333   2.717200E+03   2.331960E+02
     334   2.791527E+03   2.305650E+02
     335   2.787237E+03   2.279590E+02
     336   3.046582E+03   2.253810E+02
     337   2.762744E+03   2.228300E+02
     338   2.953028E+03   2.203050E+02
     339   2.729407E+03   2.178090E+02
     340   2.823215E+03   2.153410E+02
     341   2.806654E+03   2.129020E+02
     342   2.868623E+03   2.104920E+02
     343   2.485551E+03   2.081110E+02
     344   2.619613E+03   2.057590E+02
     345   2.363611E+03   2.034380E+02
     346   2.514288E+03   2.011470E+02
     347   2.349306E+03   1.988870E+02
     348   2.472777E+03   1.966580E+02
     349   2.412190E+03   1.944600E+02
     350   2.401695E+03   1.922940E+02
     351   2.851784E+03   1.901610E+02
     352   2.360288E+03   1.880600E+02
     353   2.784255E+03   1.859910E+02
     354   2.666071E+03   1.839560E+02
     355   2.319537E+03   1.819540E+02
     356   2.093699E+03   1.799850E+02
     357   2.352688E+03   1.780500E+02
     358   2.278991E+03   1.761480E+02
     359   2.066904E+03   1.742800E+02
     360   2.314670E+03   1.724460E+02
     361   2.442074E+03   1.706450E+02
     362   2.223050E+03   1.688790E+02
     363   2.147453E+03   1.671470E+02
     364   2.692403E+03   1.654500E+02
     365   1.952667E+03   1.637860E+02
     366   1.845090E+03   1.621580E+02
     367   2.114139E+03   1.605640E+02
     368   2.011785E+03   1.590050E+02
     369   2.225087E+03   1.574820E+02
     370   1.969864E+03   1.559930E+02
     371   2.234181E+03   1.545390E+02
     372   1.959007E+03   1.531200E+02
     373   2.127991E+03   1.517370E+02
     374   1.977213E+03   1.503880E+02
     375   2.118965E+03   1.490730E+02
     376   1.991361E+03   1.477940E+02
     377   1.783707E+03   1.465490E+02
     378   2.197566E+03   1.453380E+02
     379   2.459671E+03   1.441620E+02
     380   1.776076E+03   1.430200E+02
     381   1.884276E+03   1.419130E+02
     382   1.601966E+03   1.408390E+02
     383   1.976898E+03   1.398000E+02
     384   2.004402E+03   1.387950E+02
     385   1.615073E+03   1.378240E+02
     386   1.706131E+03   1.368870E+02
     387   2.003200E+03   1.359830E+02
     388   1.800142E+03   1.351140E+02
     389   1.666228E+03   1.342770E+02
     390   1.901962E+03   1.334740E+02
     391   1.718635E+03   1.327030E+02
     392   1.943768E+03   1.319640E+02
     393   1.759470E+03   1.312580E+02
     394   1.886384E+03   1.305830E+02
     395   1.674203E+03   1.299410E+02
     396   1.740250E+03   1.293290E+02
     397   1.776574E+03   1.287480E+02
     398   1.659475E+03   1.281970E+02
     399   1.853408E+03   1.276780E+02
     400   1.749677E+03   1.271880E+02
     401   1.800629E+03   1.267280E+02
     402   1.893636E+03   1.262970E+02
     403   1.514403E+03   1.258950E+02
     404   1.580190E+03   1.255230E+02
     405   1.742820E+03   1.251790E+02
     406   1.867917E+03   1.248620E+02
     407   1.802944E+03   1.245740E+02
     408   1.735898E+03   1.243120E+02
     409   1.692570E+03   1.240770E+02
     410   1.751606E+03   1.238680E+02
     411   1.661534E+03   1.236850E+02
     412   1.631646E+03   1.235280E+02
     413   1.801983E+03   1.233950E+02
     414   1.712271E+03   1.232870E+02
     415   1.982011E+03   1.232020E+02
     416   1.721240E+03   1.231410E+02
     417   1.390635E+03   1.231030E+02
     418   1.703867E+03   1.230890E+02
     419   1.802426E+03   1.230960E+02
     420   1.830737E+03   1.231250E+02
     421   1.638995E+03   1.231750E+02
     422   1.653743E+03   1.232460E+02
     423   1.819514E+03   1.233380E+02
     424   1.793895E+03   1.234490E+02
     425   1.508037E+03   1.235800E+02
     426   1.622443E+03   1.237290E+02
     427   1.738055E+03   1.238970E+02
     428   1.795113E+03   1.240820E+02
     429   1.953404E+03   1.242850E+02
     430   1.894426E+03   1.245050E+02
     431   1.659661E+03   1.247410E+02
     432   1.956505E+03   1.249930E+02
     433   1.632788E+03   1.252600E+02
     434   1.944305E+03   1.255420E+02
     435   1.841690E+03   1.258380E+02
     436   1.542182E+03   1.261490E+02
     437   2.050109E+03   1.264730E+02
     438   1.852110E+03   1.268100E+02
     439   1.497370E+03   1.271600E+02
     440   1.726486E+03   1.275220E+02
     441   1.834855E+03   1.278950E+02
     442   2.044319E+03   1.282800E+02
     443   1.897146E+03   1.286750E+02
     444   1.850927E+03   1.290800E+02
     445   1.774431E+03   1.294940E+02
     446   1.717994E+03   1.299180E+02
     447   1.723352E+03   1.303500E+02
     448   1.784110E+03   1.307910E+02
     449   1.881231E+03   1.312390E+02
     450   2.020168E+03   1.316940E+02
     451   1.828142E+03   1.321550E+02
     452   2.164395E+03   1.326240E+02
     453   1.904223E+03   1.330970E+02
     454   2.007947E+03   1.335760E+02
     455   2.134596E+03   1.340600E+02
     456   2.251455E+03   1.345490E+02
     457   1.974324E+03   1.350410E+02
     458   1.976136E+03   1.355370E+02
     459   2.166591E+03   1.360360E+02
     460   1.946264E+03   1.365380E+02
     461   2.186124E+03   1.370420E+02
     462   2.315229E+03   1.375490E+02
     463   2.213577E+03   1.380560E+02
     464   2.113861E+03   1.385650E+02
     465   2.485445E+03   1.390740E+02
     466   2.162547E+03   1.395840E+02
     467   2.251199E+03   1.400940E+02
     468   2.333186E+03   1.406040E+02
     469   2.131317E+03   1.411120E+02
     470   1.983772E+03   1.416200E+02
     471   2.332528E+03   1.421250E+02
     472   2.135390E+03   1.426300E+02
     473   2.254202E+03   1.431310E+02
     474   2.018638E+03   1.436300E+02
     475   2.191649E+03   1.441260E+02
     476   2.291696E+03   1.446190E+02
     477   2.275433E+03   1.451080E+02
     478   2.191108E+03   1.455930E+02
     479   2.483098E+03   1.460730E+02
     480   2.312884E+03   1.465490E+02
     481   2.438655E+03   1.470190E+02
     482   2.180722E+03   1.474840E+02
     483   2.546822E+03   1.479430E+02
     484   2.200636E+03   1.483960E+02
     485   2.073970E+03   1.488430E+02
     486   2.488455E+03   1.492820E+02
     487   2.245604E+03   1.497150E+02
     488   2.449372E+03   1.501400E+02
     489   2.050737E+03   1.505560E+02
     490   2.446109E+03   1.509650E+02
     491   2.465940E+03   1.513660E+02
     492   2.516355E+03   1.517580E+02
     493   2.653997E+03   1.521410E+02
     494   2.637301E+03   1.525150E+02
     495   2.301934E+03   1.528800E+02
     496   2.061108E+03   1.532350E+02
     497   2.217640E+03   1.535810E+02
     498   2.382145E+03   1.539170E+02
     499   2.525544E+03   1.542430E+02
     500   2.563537E+03   1.545580E+02
     501   2.661573E+03   1.548630E+02
     502   2.436803E+03   1.551570E+02
     503   2.393353E+03   1.554400E+02
     504   2.758726E+03   1.557120E+02
     505   2.654205E+03   1.559720E+02
     506   2.388986E+03   1.562210E+02
     507   2.470097E+03   1.564570E+02
     508   2.427595E+03   1.566830E+02
     509   2.566485E+03   1.568960E+02
     510   2.745820E+03   1.570970E+02
     511   2.457469E+03   1.572870E+02
     512   2.847511E+03   1.574640E+02
     513   2.670844E+03   1.576280E+02
     514   2.339653E+03   1.577810E+02
     515   2.597187E+03   1.579210E+02
     516   2.543241E+03   1.580480E+02
     517   2.575554E+03   1.581630E+02
     518   2.579338E+03   1.582650E+02
     519   2.571870E+03   1.583540E+02
     520   2.518696E+03   1.584300E+02
     521   2.418158E+03   1.584930E+02
     522   2.865382E+03   1.585440E+02
     523   2.751981E+03   1.585810E+02
     524   2.546467E+03   1.586050E+02
     525   2.534759E+03   1.586160E+02
     526   2.354041E+03   1.586050E+02
     527   2.477899E+03   1.585900E+02
     528   2.671449E+03   1.585620E+02
     529   2.797756E+03   1.585210E+02
     530   2.359648E+03   1.584670E+02
     531   2.719904E+03   1.583990E+02
     532   2.438192E+03   1.583190E+02
     533   2.457995E+03   1.582260E+02
     534   2.505574E+03   1.581200E+02
     535   2.689989E+03   1.580010E+02
     536   2.423146E+03   1.578690E+02
     537   2.351284E+03   1.577250E+02
     538   2.693799E+03   1.575680E+02
     539   2.565737E+03   1.573980E+02
     540   2.581971E+03   1.572050E+02
     541   2.423369E+03   1.570090E+02
     542   2.397870E+03   1.568020E+02
     543   2.384152E+03   1.565820E+02
     544   2.628825E+03   1.563500E+02
     545   2.580090E+03   1.561060E+02
     546   2.600993E+03   1.558500E+02
     547   2.539287E+03   1.555830E+02
     548   2.694606E+03   1.553030E+02
     549   2.419009E+03   1.550130E+02
     550   2.266033E+03   1.547120E+02
     551   2.465729E+03   1.543990E+02
     552   2.582528E+03   1.540750E+02
     553   2.467172E+03   1.537410E+02
     554   2.822023E+03   1.533960E+02
     555   2.594821E+03   1.530410E+02
     556   2.672078E+03   1.526750E+02
     557   2.494267E+03   1.522990E+02
     558   2.701080E+03   1.519140E+02
     559   2.447562E+03   1.515180E+02
     560   2.324602E+03   1.511130E+02
     561   2.693736E+03   1.506990E+02
     562   2.603436E+03   1.502760E+02
     563   2.561228E+03   1.498430E+02
     564   2.417044E+03   1.494020E+02
     565   2.428008E+03   1.489520E+02
     566   2.552249E+03   1.484940E+02
     567   2.855656E+03   1.480280E+02
     568   2.450936E+03   1.475530E+02
     569   2.570631E+03   1.470710E+02
     570   2.231548E+03   1.465970E+02
     571   2.366944E+03   1.461000E+02
     572   2.424044E+03   1.455960E+02
     573   2.345408E+03   1.450850E+02
     574   2.512021E+03   1.445680E+02
     575   2.381216E+03   1.440440E+02
     576   2.437922E+03   1.435140E+02
     577   2.693008E+03   1.429780E+02
     578   2.438513E+03   1.424360E+02
     579   2.364085E+03   1.418890E+02
     580   2.518884E+03   1.413360E+02
     581   2.600373E+03   1.407780E+02
     582   2.152257E+03   1.402160E+02
     583   2.365009E+03   1.396670E+02
     584   2.266446E+03   1.390970E+02
     585   2.280285E+03   1.385220E+02
     586   2.414551E+03   1.379450E+02
     587   2.600868E+03   1.373640E+02
     588   2.536638E+03   1.367800E+02
     589   2.435783E+03   1.361930E+02
     590   2.333940E+03   1.356030E+02
     591   2.197037E+03   1.350120E+02
     592   2.359066E+03   1.344180E+02
     593   2.280672E+03   1.338220E+02
     594   2.178537E+03   1.332250E+02
     595   2.215168E+03   1.326270E+02
     596   2.150162E+03   1.320280E+02
     597   2.185494E+03   1.314280E+02
     598   2.234946E+03   1.308270E+02
     599   2.203983E+03   1.302260E+02
     600   2.226249E+03   1.296250E+02
     601   2.439112E+03   1.290250E+02
     602   2.228767E+03   1.284250E+02
     603   1.967072E+03   1.278260E+02
     604   1.957868E+03   1.272280E+02
     605   2.136550E+03   1.266320E+02
     606   2.313381E+03   1.260370E+02
     607   2.275212E+03   1.254430E+02
     608   2.227222E+03   1.248520E+02
     609   1.926078E+03   1.242640E+02
     610   2.193299E+03   1.236780E+02
     611   2.079089E+03   1.230940E+02
     612   1.957261E+03   1.225140E+02
     613   2.215984E+03   1.219370E+02
     614   2.264132E+03   1.213640E+02
     615   2.415412E+03   1.207940E+02
     616   1.947959E+03   1.202280E+02
     617   2.126494E+03   1.196670E+02
     618   2.012884E+03   1.191100E+02
     619   1.879526E+03   1.185570E+02
     620   2.186495E+03   1.180100E+02
     621   2.171420E+03   1.174670E+02
     622   1.875199E+03   1.169300E+02
     623   1.862619E+03   1.163980E+02
     624   2.042790E+03   1.158730E+02
     625   2.052179E+03   1.153530E+02
     626   1.904668E+03   1.148390E+02
     627   1.997819E+03   1.143320E+02
     628   2.025085E+03   1.138310E+02
     629   1.843131E+03   1.133370E+02
     630   1.973308E+03   1.128500E+02
     631   2.027241E+03   1.123700E+02
     632   1.849328E+03   1.118970E+02
     633   1.783739E+03   1.114310E+02
     634   2.106455E+03   1.109730E+02
     635   2.016731E+03   1.105230E+02
     636   1.721075E+03   1.100800E+02
     637   1.961269E+03   1.096460E+02
     638   2.024694E+03   1.092190E+02
     639   1.928561E+03   1.088020E+02
     640   1.925675E+03   1.083920E+02
     641   2.064799E+03   1.079910E+02
     642   1.903573E+03   1.076000E+02
     643   2.013559E+03   1.072170E+02
     644   1.636372E+03   1.068430E+02
     645   1.657130E+03   1.064780E+02
     646   1.805394E+03   1.061230E+02
     647   1.805935E+03   1.057760E+02
     648   1.905946E+03   1.054400E+02
     649   1.984749E+03   1.051120E+02
     650   1.991687E+03   1.047940E+02
     651   1.768986E+03   1.044860E+02
     652   1.874738E+03   1.041870E+02
     653   1.790381E+03   1.038990E+02
     654   1.742062E+03   1.036200E+02
     655   1.931324E+03   1.033510E+02
     656   1.791472E+03   1.030930E+02
     657   1.755594E+03   1.028440E+02
     658   1.760921E+03   1.026060E+02
     659   1.931774E+03   1.023770E+02
     660   1.769193E+03   1.021600E+02
     661   1.775057E+03   1.019520E+02
     662   1.897245E+03   1.017550E+02
     663   2.092208E+03   1.015680E+02
     664   1.911838E+03   1.013920E+02
     665   1.739925E+03   1.012260E+02
     666   1.754646E+03   1.010700E+02
     667   1.812927E+03   1.009250E+02
     668   1.793991E+03   1.007900E+02
     669   1.726753E+03   1.006650E+02
     670   1.755398E+03   1.005510E+02
     671   1.823973E+03   1.004470E+02
     672   1.793951E+03   1.003540E+02
     673   1.882018E+03   1.002710E+02
     674   1.867309E+03   1.001980E+02
     675   1.879628E+03   1.001360E+02
     676   1.747167E+03   1.000840E+02
     677   1.823855E+03   1.000430E+02
     678   1.905505E+03   1.000120E+02
     679   1.741004E+03   9.999000E+01
     680   1.696570E+03   9.997900E+01
     681   1.641882E+03   9.997800E+01
     682   1.844255E+03   9.998700E+01
     683   1.680462E+03   1.000060E+02
     684   1.771885E+03   1.000340E+02
     685   1.931242E+03   1.000720E+02
     686   1.652963E+03   1.001190E+02
     687   1.851133E+03   1.001750E+02
     688   1.903237E+03   1.002410E+02
     689   1.847956E+03   1.003170E+02
     690   1.936482E+03   1.004010E+02
     691   1.680081E+03   1.004940E+02
     692   1.688995E+03   1.005960E+02
     693   1.917189E+03   1.007070E+02
     694   1.898532E+03   1.008270E+02
     695   1.778199E+03   1.009550E+02
     696   2.001983E+03   1.010910E+02
     697   1.980541E+03   1.012360E+02
     698   1.886950E+03   1.013890E+02
     699   1.733097E+03   1.015500E+02
     700   1.832662E+03   1.017190E+02
     701   1.863662E+03   1.018960E+02
     702   1.992393E+03   1.020800E+02
     703   1.978055E+03   1.022710E+02
     704   1.969014E+03   1.024700E+02
     705   1.798020E+03   1.026760E+02
     706   1.811342E+03   1.028890E+02
     707   1.812153E+03   1.031090E+02
     708   1.942038E+03   1.033360E+02
     709   1.863255E+03   1.035690E+02
     710   1.865736E+03   1.038090E+02
     711   1.978661E+03   1.040550E+02
     712   1.902528E+03   1.043080E+02
     713   1.919925E+03   1.045660E+02
     714   1.882370E+03   1.048300E+02
     715   1.681206E+03   1.050990E+02
     716   2.001778E+03   1.053730E+02
     717   2.000681E+03   1.056530E+02
     718   1.797280E+03   1.059370E+02
     719   2.034025E+03   1.062260E+02
     720   1.949519E+03   1.065200E+02
     721   1.803601E+03   1.068170E+02
     722   1.933798E+03   1.071190E+02
     723   2.200083E+03   1.074250E+02
     724   2.077298E+03   1.077340E+02
     725   2.065647E+03   1.080460E+02
     726   1.979420E+03   1.083620E+02
     727   1.978174E+03   1.086810E+02
     728   1.995097E+03   1.090020E+02
     729   1.931048E+03   1.093260E+02
     730   1.732210E+03   1.096530E+02
     731   2.043529E+03   1.099820E+02
     732   2.111643E+03   1.103130E+02
     733   2.038880E+03   1.106450E+02
     734   2.225077E+03   1.109800E+02
     735   1.932855E+03   1.113160E+02
     736   2.178658E+03   1.116530E+02
     737   2.158615E+03   1.119910E+02
     738   2.037464E+03   1.123300E+02
     739   1.972410E+03   1.126700E+02
     740   1.965479E+03   1.130100E+02
     741   2.243683E+03   1.133510E+02
     742   2.352087E+03   1.136920E+02
     743   2.117580E+03   1.140320E+02
     744   2.156172E+03   1.143730E+02
     745   2.254227E+03   1.147130E+02
     746   2.214679E+03   1.150520E+02
     747   2.351330E+03   1.153900E+02
     748   2.411339E+03   1.157280E+02
     749   2.390645E+03   1.160640E+02
     750   2.222118E+03   1.163980E+02
     751   2.304537E+03   1.167310E+02
     752   2.024911E+03   1.170620E+02
     753   2.268433E+03   1.173910E+02
     754   2.247909E+03   1.177180E+02
     755   2.172486E+03   1.180430E+02
     756   2.293148E+03   1.183640E+02
     757   2.513919E+03   1.186830E+02
     758   2.263258E+03   1.189990E+02
     759   2.269805E+03   1.193110E+02
     760   2.276842E+03   1.196200E+02
     761   2.477207E+03   1.199250E+02
     762   2.295367E+03   1.202270E+02
     763   2.295430E+03   1.205240E+02
